rxn_name,subsystem,in iRhtoC,in yeastGEM_hvd,gpr,bounds,stoichiometry
LACPYRt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ETHAt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YGL077C', 'iRhtoC': ''}",,
FADH2t_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YIL134W', 'iRhtoC': 'rt5791'}",,"{'GSM_iSace1144_rba': 'fadh2_m --> fadh2_c', 'iRhtoC': 'fadh2_c --> fadh2_m'}"
FOLt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
GDPMANt_c_g,Transport,1,1,"{'GSM_iSace1144_rba': 'YGL225W', 'iRhtoC': 'rt4177'}",,
GLCt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YDL245C or YDL247W or YDR342C or YDR343C or YDR345C or YDR536W or YEL069C or YFL011W or YHR092C or YHR094C or YHR096C or YJL214W or YJL219W or YJR158W or YJR160C or YLR081W or YMR011W or YNR072W or YOL156W or YDR387C', 'iRhtoC': 'rt1375 or rt1480 or rt2707 or rt2833 or rt3556 or rt7817 or rt2336 or rt1473 or rt4674 or rt2496'}",,
GTHRDt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YJL212C', 'iRhtoC': 'rt5171'}",,
GTHRDt_c_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YDR135C or YLL015W', 'iRhtoC': 'rt4896'}",,
G3PIt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YCR098C', 'iRhtoC': 'rt4413'}",,
G3PCt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YCR098C', 'iRhtoC': 'rt4413'}",,
GLYCtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YDR536W or YGL084C', 'iRhtoC': 'rt2336'}",,
GLYtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YCL025C or YKR039W or YOL020W or YOR348C or YPL265W', 'iRhtoC': 'rt4390 or rt5861 or rt0594'}",,
GLYCOGENt_c_v,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
GTPGDPtp_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YDL198C', 'iRhtoC': 'rt5389'}",,
GUAtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YER056C or YER060W or YER060W-A or YGL186C', 'iRhtoC': 'rt6190'}",,
INOSTtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YDR497C or YOL103W', 'iRhtoC': 'rt0734 or rt4674'}",,
FE2t_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YMR319C or YMR058W', 'iRhtoC': 'rt2087 or rt0996'}",,
FE2t_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YJL133W or YKR052C', 'iRhtoC': ''}",,
IAMACt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
IBUTACt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
IPDPt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ALAtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YBR068C or YCL025C or YDR046C or YKR039W or YOL020W or YOR348C or YPL265W', 'iRhtoC': 'rt5861 or rt4390 or rt0594'}",,
ARGtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YEL063C or YKR039W or YNL270C', 'iRhtoC': 'rt1689 or rt5861'}",,
ASNtpa_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YJR001W', 'iRhtoC': 'rt7819'}",,
ASNtps_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YKL146W or YNL101W', 'iRhtoC': 'rt4375'}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [0.0, 0.0]}",
ASPtps_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YER119C', 'iRhtoC': 'rt0398'}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [0.0, 0.0]}",
ASPtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YFL055W or YKR039W or YPL265W', 'iRhtoC': 'rt5861 or rt0594'}",,
CYStps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YBR068C or YBR069C or YCL025C or YDR046C or YDR508C or YKR039W or YOL020W', 'iRhtoC': 'rt5861'}",,
CYSItps_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YCR075C', 'iRhtoC': 'rt6589'}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [0.0, 0.0]}",
GLUt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YPR021C or YBR104W', 'iRhtoC': 'rt8431 or rt4150'}",,
GLUtps_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YER119C', 'iRhtoC': 'rt0398'}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [0.0, 0.0]}",
GLUtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YCL025C or YFL055W or YKR039W or YPL265W', 'iRhtoC': 'rt5861 or rt0594'}",,
GLNtpa_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YJR001W', 'iRhtoC': 'rt7819'}",,
GLNtps_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YKL146W or YNL101W', 'iRhtoC': 'rt4375'}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [0.0, 0.0]}",
HIStpa_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YOL092W or YBR293W or YCL069W or YMR088C', 'iRhtoC': 'rt0111 or rt1949'}",,
ILEt_c_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YCL038C', 'iRhtoC': 'rt6501'}",,
ILEtpa_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YJR001W', 'iRhtoC': 'rt7819'}",,
ILEtps_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YKL146W or YNL101W', 'iRhtoC': 'rt4375'}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [0.0, 0.0]}",
LACt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YKL217W', 'iRhtoC': 'rt1816'}",,
LEUt_c_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YCL038C', 'iRhtoC': 'rt6501'}",,
LEUtpa_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YJR001W', 'iRhtoC': 'rt7819'}",,
LEUtps_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YKL146W or YNL101W', 'iRhtoC': 'rt4375'}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [0.0, 0.0]}",
LYStpa_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YOL092W or YBR293W or YCL069W or YMR088C', 'iRhtoC': 'rt0111 or rt1949'}",,
LYStps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YKR039W or YNL268W', 'iRhtoC': 'rt5861'}",,
METtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YBR068C or YCL025C or YDR046C or YDR508C or YGR055W or YHL036W or YKR039W', 'iRhtoC': 'rt3257 or rt5861'}",,
PHEtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YBR068C or YCL025C or YDR046C or YKR039W or YOL020W', 'iRhtoC': 'rt5861'}",,
PROtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YKR039W or YOR348C', 'iRhtoC': 'rt5861 or rt4390'}",,
SERtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YCL025C or YDR508C or YFL055W or YKR039W or YPL265W or YDR105C', 'iRhtoC': 'rt5861 or rt0594 or rt2976'}",,
TYRt_c_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YCL038C', 'iRhtoC': 'rt6501'}",,
TYRtpa_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YBR293W or YJR001W', 'iRhtoC': 'rt0111 or rt7819'}",,
TYRtps_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YKL146W or YNL101W', 'iRhtoC': 'rt4375'}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [0.0, 0.0]}",
VALtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YBR068C or YBR069C or YCL025C or YDR046C or YKR039W', 'iRhtoC': 'rt5861'}",,
MALt2_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YLR348C', 'iRhtoC': 'rt5142'}",,
MALTtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YBR298C or YDL247W or YGR289C or YJR160C', 'iRhtoC': 'rt0769'}",,
NFORTYR2t_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YBR180W', 'iRhtoC': 'rt2566'}",,
NADt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YEL006W or YIL006W', 'iRhtoC': 'rt5934 or rt2593'}",,
NADt1_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YIL006W', 'iRhtoC': 'rt2593'}",,
NADt2_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YIL006W', 'iRhtoC': 'rt2593'}",,
NADt3_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YIL006W', 'iRhtoC': 'rt2593'}",,
NACt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YGR260W', 'iRhtoC': 'rt3853'}",,
ORNtpa_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YOR130C', 'iRhtoC': 'rt4951'}",,
ORNtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YEL063C or YKR039W', 'iRhtoC': 'rt1689 or rt5861'}",,
OAAtps_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YKL120W', 'iRhtoC': 'rt0643'}",,
PNTOtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YCR028C', 'iRhtoC': 'rt3985'}",,
PENDPt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PHEACt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PItps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YBR296C or YCR037C or YJL198W or YML123C or YNR013C', 'iRhtoC': 'rt3318 or rt1948'}",,
PItps_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YER053C or YJR077C', 'iRhtoC': 'rt0521 or rt7506'}",,
PTRCtpa_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YLL028W or YOR273C', 'iRhtoC': 'rt2649 or rt2739 or rt1939 or rt1987'}",,
PTRCtpa_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YLL028W or YOR273C', 'iRhtoC': 'rt2649 or rt2739 or rt1939 or rt1987'}",,
PYRtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YKL217W', 'iRhtoC': 'rt1816'}",,
AMETt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YNL003C', 'iRhtoC': 'rt3664'}",,
SPMDtpa_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YBR132C or YHL016C or YKR039W or YLL028W or YOR273C or YPL274W', 'iRhtoC': 'rt7439 or rt5861 or rt2649 or rt1939 or rt1987 or rt2739'}",,
SPMDtpa_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YLL028W or YOR273C', 'iRhtoC': 'rt2649 or rt1939 or rt1987 or rt2739'}",,
SPRMtpa_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YGR138C or YLL028W or YOR273C or YPR156C', 'iRhtoC': 'rt6406 or rt2649 or rt3281 or rt1939 or rt1987 or rt2739'}",,
SPRMtpa_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YGR138C or YLL028W or YOR273C or YPR156C', 'iRhtoC': 'rt6406 or rt2649 or rt3281 or rt1939 or rt1987 or rt2739'}",,
SUCCt2_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YLR348C', 'iRhtoC': 'rt5142'}",,
SUCFUMt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YJR095W', 'iRhtoC': 'rt4237'}",,
SO4t_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YBR294W or YLR092W', 'iRhtoC': 'rt5751 or rt7368'}",,
SO3t_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YPL092W', 'iRhtoC': 'rt4278'}",,
TAURt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
URAtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YBR021W', 'iRhtoC': 'rt4541'}",,
UREAtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YHL016C', 'iRhtoC': 'rt7439'}",,
URItps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YBL042C', 'iRhtoC': 'rt1991'}",,
UTPt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YBR192W', 'iRhtoC': 'rt4019'}",,
UTPUMPtp_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YBR192W', 'iRhtoC': 'rt4019'}",,
H2Ot_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': 'rt0646 or rt5618'}",,
13BDGLUCANt_c_en,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
EX_pnto__R_e,Exchange,1,1,,"{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [-0.25, 1000.0]}",
MI13456Pt_c_n,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
MI1Pt_c_r,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
2DDA7Pt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
2DHPt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
3C3HMPt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
3C3HMPt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YKL120W', 'iRhtoC': ''}",,
2MBTOHt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
2MBTOHt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
2MBALDt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
2MBALDt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
IBTALDt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
IBTALDt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
2OBUTt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
AKGt_c_n,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
AKGt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
2PHETOHt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
2PHETOHt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
3C4MOPt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
3MOPt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
3MBALDt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
3MBALDt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
3HXPHBt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
AHMMPS4_c,Unassigned,1,1,"{'GSM_iSace1144_rba': 'YFL058W', 'iRhtoC': 'rt2779'}",,
EX_4abz_e,Exchange,1,1,,"{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [-0.25, 1000.0]}",
4ABZt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
4ABZt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
4ABUTNt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
4ABUTt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
4H2OGLTt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
4H2OGLTt_c_x,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
4HBZt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
5AOPt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DANNt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ACALDt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [0.0, 0.0]}",
ACALDt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ACt_c_n,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ACCOAt_c_n,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ACRNt_c_x,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ADEt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PAPt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YPR011C', 'iRhtoC': ''}",,
ADPt_c_n,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ADPt_c_r,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
AKGt_c_x,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
AMPt_c_n,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ARGtps_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YBR147W', 'iRhtoC': ''}",,
ASNt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YDR508C', 'iRhtoC': ''}",,
ASPGLUt_c_x,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ATPt_c_n,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ATPt_c_r,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
HCO3E_c,Nitrogen metabolism,1,1,"{'GSM_iSace1144_rba': 'YNL036W', 'iRhtoC': 'rt4213'}",,
HCO3E_e,Nitrogen metabolism,1,1,,"{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [-1000.0, 1000.0]}",
HCO3t_c_n,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [0.0, 0.0]}",
CRNt_c_x,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
CRNCARt_c_x,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
CDPt_c_n,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
CHOLt_c_en,Transport,1,1,"{'GSM_iSace1144_rba': 'YGL077C or YOR161C', 'iRhtoC': ''}",,
CITt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
CITICTta_x,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
CITMALta_x,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [0.0, 0.0]}",
CO2t_c_r,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
CO2t_c_n,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
CO2t_c_x,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
CO2t_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
CO2t_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
COAt_c_r,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
COAt_c_n,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
COAt_c_x,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ARABDt_c,Transport,1,1,"{'GSM_iSace1144_rba': 'YDR342C or YHR092C', 'iRhtoC': ''}",,
E4Pt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
GAM6Pt_c,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
EX_glc__D_e,Exchange,1,1,,"{'GSM_iSace1144_rba': [-10.0, 1000.0], 'iRhtoC': [-5.0, 1000.0]}",
XYLt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YHR092C', 'iRhtoC': 'rt3525 or rt8486 or RT11990 or RT12976'}",,
DADPt_c_n,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DCDPt_c_n,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DNADt_c_n,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DADt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DADK_c,Purine metabolism,1,1,"{'GSM_iSace1144_rba': 'YDL166C', 'iRhtoC': 'rt3932'}",,
DCYTt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DGSNt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DINt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DURIt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YBL042C', 'iRhtoC': ''}",,
DPCOAK_c,Pantothenate and CoA biosynthesis,1,1,"{'GSM_iSace1144_rba': '', 'iRhtoC': 'rt2746'}",,
DGDPt_c_n,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DHNPTt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
SPRMAT_c,Arginine and proline metabolism,1,1,"{'GSM_iSace1144_rba': 'YDR071C', 'iRhtoC': 'rt1145'}",,
DHFt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DNTPPA_c,Folate metabolism,1,1,"{'GSM_iSace1144_rba': '', 'iRhtoC': 'UNKNOWN'}",,
DHPTt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DHAPt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PPIt_c_x,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DOLPt_c_r,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DTTPt_c,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DUDPt_c_n,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DUMPt_c_n,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ERGTETROLt_c_r,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ERGSTt_c_r,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ERGSTt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ERGSTt_c_en,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ETOHt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
ETOHt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
FRDPt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DCAt_c_x,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': 'SPONT or rt5693'}",,
DDCAt_c_x,Transport,1,1,"{'GSM_iSace1144_rba': 'YKL188C and YPL147W', 'iRhtoC': 'SPONT or rt5693'}",,
OCTAt_c_x,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': 'SPONT or rt5693'}",,
TTDCAt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': 'rt1544 and rt2799'}",,
FMNAT_m,Riboflavin metabolism,1,1,"{'GSM_iSace1144_rba': 'YDL045C', 'iRhtoC': 'rt3174'}",,
EX_fol_e,Exchange,1,1,,"{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [-0.25, 1000.0]}",
FORt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': 'UNKNOWN'}",,
FORt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YNL065W', 'iRhtoC': ''}",,
FUMt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
GDPt_c_g,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
GDPt_c_n,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
GDPMANNt_c_g,Transport,1,1,"{'GSM_iSace1144_rba': 'YGL225W', 'iRhtoC': ''}",,
GLCt_c_v,Transport,1,1,"{'GSM_iSace1144_rba': 'YBR241C or YGL104C', 'iRhtoC': 'rt7394'}",,
GLYC3Pt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
GLYt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YDL119C or YPR058W', 'iRhtoC': 'rt4150 or rt0066'}",,
GCALDt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
GCALDt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
GLXt_c_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YNL065W', 'iRhtoC': ''}",,
GLXt_c_x,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
GUAt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
